"id","ukip","libdem","cons","lab","bnp","gender1","region"
8189,0,1,0,0,0,1,3
8190,0,1,1,1,0,1,9
8191,0,1,1,1,0,1,4
8192,0,1,1,1,0,1,2
8193,0,1,1,1,0,1,1
8194,0,1,1,1,0,1,4
8195,0,1,1,1,0,0,0
8196,0,1,0,0,0,1,10
8197,0,1,0,0,0,1,7
8198,0,1,1,1,0,1,2
8199,0,1,1,1,0,1,5
8200,0,1,0,1,0,0,6
8201,0,1,0,1,0,1,9
8202,0,1,0,1,0,1,2
8203,0,1,0,0,0,1,2
8204,0,1,0,1,0,1,5
8205,0,1,1,1,0,1,6
8206,0,1,0,0,0,1,4
8207,0,1,1,1,0,0,2
8208,0,1,1,1,0,1,4
8209,0,1,0,1,0,1,10
8210,0,1,1,1,0,1,2
8211,0,1,0,1,0,0,2
8212,0,1,1,1,0,1,5
8213,0,1,1,1,0,1,5
8214,0,1,1,1,0,0,2
8215,0,1,1,1,0,1,4
8216,0,1,1,1,0,0,4
8217,0,1,0,0,0,1,6
8218,0,1,0,1,0,1,2
8219,0,1,1,1,0,1,4
8220,0,1,0,0,0,0,2
8221,0,1,0,0,0,0,10
8222,0,1,0,0,0,0,6
8223,0,1,0,0,0,0,10
8224,0,1,0,0,0,0,10
8225,0,1,1,1,0,1,0
8226,0,1,1,1,0,0,0
8227,0,1,1,1,0,1,10
8228,0,1,1,1,0,1,1
8229,0,1,1,0,0,1,2
8230,0,1,0,0,0,0,7
8231,0,1,1,1,0,0,2
8232,0,1,0,0,0,1,1
8233,0,1,0,1,0,1,4
8234,0,1,0,0,0,1,1
8235,0,1,1,1,0,1,9
8236,0,1,1,1,0,1,2
8237,0,1,0,0,0,1,2
8238,0,1,1,1,0,1,1
8239,0,1,0,1,0,1,2
8240,0,1,0,1,0,1,4
8241,0,1,1,1,0,0,2
8242,0,1,1,0,0,1,2
8243,0,1,0,0,0,1,9
8244,0,1,0,0,0,0,2
8245,0,1,1,1,0,1,6
8246,0,1,1,1,0,1,2
8247,0,1,1,0,0,1,7
8248,0,1,1,1,0,0,5
8249,0,1,1,1,0,1,6
8250,0,1,1,1,0,1,10
8251,0,1,1,1,0,1,7
8252,0,1,1,1,0,1,2
8253,0,1,0,1,0,0,6
8254,0,1,0,1,0,0,4
8255,0,1,1,1,0,0,0
8256,0,1,0,0,0,1,2
8257,0,1,0,1,0,1,5
8258,0,1,0,1,0,0,8
8259,0,1,1,1,0,0,2
8260,0,1,0,1,0,1,5
8261,0,1,1,1,0,1,1
8262,0,1,1,1,0,1,8
8263,0,1,1,1,0,1,8
8264,0,1,0,0,0,0,3
8265,0,1,0,0,0,1,7
8266,0,1,1,1,0,1,6
8267,0,1,1,1,0,1,10
8268,0,1,0,0,0,1,2
8269,0,1,1,0,0,1,10
8270,0,1,1,1,0,1,2
8271,0,1,1,1,0,1,10
8272,0,1,1,1,0,1,4
8273,0,1,1,1,0,0,4
8274,0,1,0,1,0,0,6
8275,0,1,1,1,0,0,5
8276,0,1,1,0,0,1,2
8277,0,1,1,1,0,0,8
8278,0,1,1,1,0,1,0
8279,0,1,1,1,0,1,2
8280,0,1,0,0,0,0,2
8281,0,1,1,0,0,1,1
8282,0,1,1,1,0,0,10
8283,0,1,0,0,0,1,0
8284,0,1,1,1,0,1,2
8285,0,1,0,0,0,1,5
8286,0,1,1,0,0,1,2
8287,0,1,0,0,0,0,2
8288,0,1,1,1,0,1,2
8289,0,1,0,0,0,0,0
8290,0,1,0,0,0,1,7
8291,0,1,0,0,0,1,4
8292,0,1,1,0,0,1,4
8293,0,1,0,0,0,0,2
8294,0,1,0,1,0,1,2
8295,0,1,0,0,0,0,5
8296,0,1,0,0,0,1,2
8297,0,1,0,1,0,1,6
8298,0,1,0,0,0,0,1
8299,0,1,0,0,0,1,6
8300,0,1,0,1,0,0,0
8301,0,1,1,1,0,1,2
8302,0,1,1,1,0,1,2
8303,0,1,0,0,0,0,2
8304,0,1,0,1,0,0,2
8305,0,1,0,0,0,0,7
8306,0,1,1,1,0,1,6
8307,0,1,1,1,0,1,5
8308,0,1,0,0,0,1,5
8309,0,1,0,0,0,1,7
8310,0,1,1,1,0,1,1
8311,0,1,1,1,0,1,8
8312,0,1,0,0,0,1,1
8313,0,1,0,1,0,1,2
8314,0,1,0,0,0,1,6
8315,0,1,1,1,0,1,4
8316,0,1,1,1,0,1,2
8317,0,1,0,1,0,1,2
8318,0,1,0,1,0,1,2
8319,0,1,0,1,0,1,2
8320,0,1,0,0,0,1,2
8321,0,1,1,1,0,0,7
8322,0,1,0,1,0,1,10
8323,0,1,1,1,0,0,2
8324,0,1,1,0,0,0,2
8325,0,1,0,0,0,1,2
8326,0,1,0,1,0,0,2
8327,0,1,1,0,0,1,4
8328,0,1,0,0,0,1,2
8329,0,1,0,0,0,0,2
8330,0,1,1,1,0,1,2
8331,0,1,1,1,0,1,7
8332,0,1,1,0,0,1,1
8333,0,1,0,0,0,0,2
8334,0,1,0,1,0,0,6
8335,0,1,1,1,0,0,2
8336,0,1,0,1,0,1,6
8337,0,1,0,0,0,1,5
8338,0,1,1,0,0,1,4
8339,0,1,1,0,0,1,5
8340,0,1,0,0,0,1,9
8341,0,1,0,1,0,1,7
8342,0,1,0,0,0,1,9
8343,0,1,1,0,0,0,0
8344,0,1,1,1,0,0,7
8345,0,1,1,1,0,0,0
8346,0,1,1,1,0,0,5
8347,0,1,0,1,0,1,9
8348,0,1,1,0,0,1,9
8349,0,1,1,0,0,1,1
8350,0,1,1,0,0,1,7
8351,0,1,0,1,0,0,8
8352,0,1,1,0,0,0,2
8353,0,1,1,1,0,1,5
8354,0,1,0,1,0,1,10
8355,0,1,1,1,0,0,4
8356,0,1,1,1,0,1,5
8357,0,1,1,0,0,1,2
8358,0,1,0,1,0,0,10
8359,0,1,1,1,0,1,9
8360,0,1,1,1,0,1,4
8361,0,1,1,1,0,0,2
8362,0,1,1,1,0,0,6
8363,0,1,1,1,0,1,2
8364,0,1,0,1,0,1,4
8365,0,1,0,1,0,1,2
8366,0,1,0,0,0,1,2
8367,0,1,1,1,0,1,1
8368,0,1,1,1,0,1,9
8369,0,1,1,1,0,0,10
8370,0,1,0,1,0,1,1
8371,0,1,1,1,0,1,10
8372,0,1,0,1,0,1,2
8373,0,1,0,1,0,1,4
8374,0,1,0,1,0,1,2
8375,0,1,1,0,0,1,7
8376,0,1,1,1,0,1,7
8377,0,1,1,1,0,0,10
8378,0,1,0,0,0,1,7
8379,0,1,1,1,0,1,4
8380,0,1,0,0,0,1,9
8381,0,1,1,1,0,1,1
8382,0,1,0,0,0,0,2
8383,0,1,0,0,0,1,5
8384,0,1,0,1,0,1,6
8385,0,1,1,1,0,1,5
8386,0,1,1,1,0,1,2
8387,0,1,1,1,0,0,8
8388,0,1,1,1,0,0,5
8389,0,1,1,1,0,0,2
8390,0,1,1,0,0,1,2
8391,0,1,0,1,0,1,8
8392,0,1,0,0,0,1,6
8393,0,1,0,1,0,1,10
8394,0,1,1,1,0,1,10
8395,0,1,0,0,0,1,10
8396,0,1,1,1,0,1,2
8397,0,1,0,1,0,0,6
8398,0,1,1,1,0,1,2
8399,0,1,0,0,0,1,2
8400,0,1,0,0,0,1,0
8401,0,1,0,0,0,1,4
8402,0,1,1,0,0,1,8
8403,0,1,1,1,0,1,8
8404,0,1,1,0,0,1,7
8405,0,1,1,1,0,1,4
8406,0,1,0,0,0,0,2
8407,0,1,1,1,0,1,5
8408,0,1,0,0,0,1,4
8409,0,1,0,0,0,0,6
8410,0,1,1,0,0,1,10
8411,0,1,1,1,0,1,2
8412,0,1,1,1,0,1,5
8413,0,1,1,1,0,0,2
8414,0,1,0,0,0,1,2
8415,0,1,1,1,0,1,5
8416,0,1,0,0,0,1,0
8417,0,1,1,1,0,0,2
8418,0,1,1,1,0,1,10
8419,0,1,0,0,0,1,4
8420,0,1,0,0,0,1,1
8421,0,1,1,0,0,0,7
8422,0,1,1,1,0,0,7
8423,0,1,1,1,0,1,10
8424,0,1,0,0,0,0,2
8425,0,1,0,0,0,1,7
8426,0,1,0,0,0,1,6
8427,0,1,1,0,0,1,6
8428,0,1,1,1,0,1,2
8429,0,1,1,1,0,1,1
8430,0,1,1,1,0,1,3
8431,0,1,1,0,0,0,2
8432,0,1,1,1,0,1,2
8433,0,1,1,1,0,1,2
8434,0,1,0,0,0,1,10
8435,0,1,1,1,0,1,2
8436,0,1,1,0,0,1,10
8437,0,1,1,1,0,0,2
8438,0,1,0,0,0,1,6
8439,0,1,0,0,0,1,6
8440,0,1,1,1,0,0,0
8441,0,1,1,0,0,1,2
8442,0,1,0,1,0,0,7
8443,0,1,1,1,0,1,1
8444,0,1,0,1,0,0,2
8445,0,1,0,1,0,1,1
8446,0,1,1,1,0,0,4
8447,0,1,1,0,0,1,3
8448,0,1,0,0,0,1,10
8449,0,1,1,1,0,1,0
8450,0,1,1,0,0,0,2
8451,0,1,1,0,0,1,2
8452,0,1,0,1,0,0,4
8453,0,1,1,1,0,1,7
8454,0,1,0,0,0,1,2
8455,0,1,1,1,0,1,2
8456,0,1,0,0,0,0,2
8457,0,1,0,0,0,0,0
8458,0,1,1,1,0,0,2
8459,0,1,1,1,0,1,6
8460,0,1,0,1,0,0,2
8461,0,1,0,1,0,1,1
8462,0,1,1,1,0,1,2
8463,0,1,1,1,0,1,10
8464,0,1,1,1,0,0,7
8465,0,1,0,0,0,1,0
8466,0,1,1,1,0,1,2
8467,0,1,1,0,0,1,4
8468,0,1,0,1,0,1,6
8469,0,1,0,1,0,1,9
8470,0,1,1,1,0,1,7
8471,0,1,0,0,0,1,2
8472,0,1,1,1,0,1,0
8473,0,1,0,1,0,1,6
8474,0,1,1,1,0,1,2
8475,0,1,0,0,0,1,10
8476,0,1,0,1,0,1,6
8477,0,1,1,0,0,1,4
8478,0,1,0,0,0,0,8
8479,0,1,1,1,0,1,4
8480,0,1,0,1,0,1,1
8481,0,1,0,1,0,0,10
8482,0,1,1,1,0,1,0
8483,0,1,1,1,0,0,5
8484,0,1,0,1,0,1,2
8485,0,1,0,1,0,1,5
8486,0,1,0,1,0,1,2
8487,0,1,1,1,0,1,6
8488,0,1,0,0,0,1,6
8489,0,1,0,1,0,0,4
8490,0,1,1,0,0,0,6
8491,0,1,0,0,0,0,2
8492,0,1,0,0,0,1,4
8493,0,1,0,1,0,1,8
8494,0,1,0,1,0,1,4
8495,0,1,1,1,0,0,2
8496,0,1,1,0,0,1,6
8497,0,1,0,0,0,1,4
8498,0,1,1,0,0,1,5
8499,0,1,0,1,0,1,4
8500,0,1,1,1,0,1,5
8501,0,1,1,1,0,1,4
8502,0,1,0,1,0,1,2
8503,0,1,1,1,0,1,0
8504,0,1,1,1,0,1,3
8505,0,1,1,1,0,1,8
8506,0,1,0,0,0,1,5
8507,0,1,1,1,0,1,1
8508,0,1,1,0,0,1,6
8509,0,1,1,1,0,1,2
8510,0,1,1,1,0,1,10
8511,0,1,0,1,0,1,5
8512,0,1,1,0,1,1,7
8513,0,1,0,0,0,1,5
8514,0,1,1,1,0,0,3
8515,0,1,0,0,0,0,7
8516,0,1,0,1,0,0,7
8517,0,1,0,1,0,1,1
8518,0,1,1,1,0,1,2
8519,0,1,1,0,0,1,1
8520,0,1,0,1,0,1,4
8521,0,1,0,1,0,1,4
8522,0,1,0,0,0,1,4
8523,0,1,1,1,0,1,3
8524,0,1,1,0,0,1,0
8525,0,1,1,1,0,1,8
8526,0,1,0,1,0,1,5
8527,0,1,0,0,0,1,1
8528,0,1,0,1,0,1,5
8529,0,1,0,0,0,1,2
8530,0,1,0,1,0,0,2
8531,0,1,1,1,0,1,2
8532,0,1,0,0,0,1,4
8533,0,1,0,1,0,1,5
8534,0,1,0,1,0,0,2
8535,0,1,0,0,0,1,4
8536,0,1,0,0,0,1,7
8537,0,1,1,1,0,0,2
8538,0,1,1,1,0,1,8
8539,0,1,0,0,0,1,3
8540,0,1,0,0,0,1,1
8541,0,1,0,1,0,0,2
8542,0,1,0,1,0,1,2
8543,0,1,0,1,0,0,2
8544,0,1,0,0,0,1,5
8545,0,1,0,0,0,0,6
8546,0,1,1,1,0,1,2
8547,0,1,1,1,0,1,5
8548,0,1,1,1,0,0,6
8549,0,1,0,1,0,0,5
8550,0,1,1,1,0,0,2
8551,0,1,1,1,0,0,2
8552,0,1,1,1,0,1,8
8553,0,1,0,0,0,1,4
8554,0,1,1,1,0,1,4
8555,0,1,0,0,0,1,3
8556,0,1,0,0,0,1,6
8557,0,1,0,0,0,0,6
8558,0,1,1,1,0,1,2
8559,0,1,1,1,0,1,3
8560,0,1,0,0,0,1,6
8561,0,1,1,0,0,0,2
8562,0,1,1,1,0,0,2
8563,0,1,0,1,0,1,5
8564,0,1,0,0,0,0,9
8565,0,1,1,0,0,1,3
8566,0,1,1,1,0,0,7
8567,0,1,1,0,0,1,2
8568,0,1,0,0,0,1,2
8569,0,1,0,0,0,1,2
8570,0,1,1,1,0,1,0
8571,0,1,0,0,0,1,1
8572,0,1,0,0,0,1,7
8573,0,1,1,1,0,1,7
8574,0,1,0,0,0,1,2
8575,0,1,0,0,0,0,9
8576,0,1,0,0,0,0,1
8577,0,1,0,1,0,1,6
8578,0,1,1,0,0,0,2
8579,0,1,0,1,0,0,2
8580,0,1,0,0,0,1,2
8581,0,1,1,1,0,1,7
8582,0,1,0,0,0,0,2
8583,0,1,1,1,0,1,2
8584,0,1,0,1,0,0,2
8585,0,1,1,1,0,0,2
8586,0,1,0,1,0,1,2
8587,0,1,1,1,0,1,2
8588,0,1,0,0,0,1,5
8589,0,1,1,1,0,1,2
8590,0,1,1,1,0,1,8
8591,0,1,0,0,0,1,7
8592,0,1,1,1,0,1,2
8593,0,1,1,1,0,0,0
8594,0,1,0,0,0,0,6
8595,0,1,0,1,0,1,6
8596,0,1,1,1,0,0,7
8597,0,1,0,0,0,1,2
8598,0,1,1,1,0,1,0
8599,0,1,0,0,0,1,6
8600,0,1,1,1,0,1,9
8601,0,1,0,0,0,1,2
8602,0,1,0,1,0,1,2
8603,0,1,0,0,0,1,10
8604,0,1,0,1,0,1,10
8605,0,1,0,1,1,1,1
8606,0,1,0,1,0,1,0
8607,0,1,0,0,0,1,2
8608,0,1,1,0,0,1,2
8609,0,1,1,0,0,0,5
8610,0,1,1,1,0,1,8
8611,0,1,0,0,0,1,0
8612,0,1,0,1,0,0,5
8613,0,1,0,0,0,1,6
8614,0,1,1,0,0,0,6
8615,0,1,0,0,0,1,5
8616,0,1,0,0,0,0,10
8617,0,1,0,0,0,0,4
8618,0,1,1,1,0,1,2
8619,0,1,0,0,0,0,7
8620,0,1,1,1,0,0,2
8621,0,1,0,0,0,1,4
8622,0,1,0,0,0,1,10
8623,0,1,0,0,0,1,2
8624,0,1,1,0,0,1,2
8625,0,1,0,0,0,1,0
8626,0,1,1,0,0,1,5
8627,0,1,0,0,0,1,2
8628,0,1,1,1,0,0,2
8629,0,1,1,1,0,1,4
8630,0,1,1,0,0,0,2
8631,0,1,1,0,0,0,6
8632,0,1,0,1,0,1,10
8633,0,1,1,1,0,0,2
8634,0,1,1,1,0,1,2
8635,0,1,1,0,0,1,2
8636,0,1,1,1,0,1,7
8637,0,1,1,1,0,1,10
8638,0,1,1,1,0,1,5
8639,0,1,1,1,0,1,2
8640,0,1,0,0,0,1,6
8641,0,1,0,0,0,1,9
8642,0,1,0,1,0,0,2
8643,0,1,0,1,0,0,6
8644,0,1,1,1,0,1,9
8645,0,1,1,0,0,0,8
8646,0,1,0,0,0,1,4
8647,0,1,1,1,0,1,6
8648,0,1,0,0,0,1,7
8649,0,1,0,0,0,1,2
8650,0,1,0,1,0,1,2
8651,0,1,0,1,0,1,1
8652,0,1,0,0,0,1,2
8653,0,1,0,1,0,1,5
8654,0,1,1,0,0,1,0
8655,0,1,0,1,0,0,9
8656,0,1,0,1,0,1,0
8657,0,1,0,1,0,1,2
8658,0,1,1,0,0,1,2
8659,0,1,0,0,0,1,1
8660,0,1,0,0,0,1,7
8661,0,1,1,1,0,1,8
8662,0,1,1,1,0,1,2
8663,0,1,1,1,0,1,2
8664,0,1,1,1,0,1,1
8665,0,1,1,0,0,1,5
8666,0,1,1,1,0,1,2
8667,0,1,0,0,0,1,2
8668,0,1,0,0,0,1,9
8669,0,1,1,1,0,1,2
8670,0,1,0,0,0,1,6
8671,0,1,0,0,0,0,4
8672,0,1,1,1,0,0,6
8673,0,1,0,0,0,0,5
8674,0,1,1,0,0,0,9
8675,0,1,1,1,0,0,0
8676,0,1,1,1,0,1,6
8677,0,1,0,0,0,0,5
8678,0,1,1,1,0,0,5
8679,0,1,1,1,1,1,4
8680,0,1,0,1,0,1,4
8681,0,1,0,0,0,0,2
8682,0,1,0,0,0,1,2
8683,0,1,1,1,0,0,2
8684,0,1,0,1,0,0,8
8685,0,1,0,0,0,1,2
8686,0,1,0,0,0,1,10
8687,0,1,0,0,0,1,10
8688,0,1,1,1,0,1,5
8689,0,1,1,1,0,0,2
8690,0,1,0,1,0,0,4
8691,0,1,1,1,0,1,6
8692,0,1,1,1,0,1,5
8693,0,1,1,0,0,1,4
8694,0,1,1,1,0,0,2
8695,0,1,0,1,0,1,4
8696,0,1,1,1,0,1,6
8697,0,1,0,0,0,1,5
8698,0,1,1,1,0,1,3
8699,0,1,0,1,0,0,4
8700,0,1,1,1,0,1,2
8701,0,1,0,0,0,1,0
8702,0,1,1,1,0,1,5
8703,0,1,0,0,0,1,5
8704,0,1,1,0,0,1,2
8705,0,1,0,1,0,1,10
8706,0,1,0,0,0,1,0
8707,0,1,1,1,0,0,2
8708,0,1,1,0,0,1,2
8709,0,1,0,0,0,1,2
8710,0,1,0,1,0,1,2
8711,0,1,0,1,0,0,10
8712,0,1,0,1,0,1,8
8713,0,1,1,0,0,1,4
8714,0,1,0,0,0,0,5
8715,0,1,1,0,0,1,6
8716,0,1,0,0,0,0,0
8717,0,1,0,0,0,0,4
8718,0,1,1,0,0,1,10
8719,0,1,0,0,0,1,1
8720,0,1,1,1,0,1,1
8721,0,1,1,0,0,1,10
8722,0,1,1,1,0,1,10
8723,0,1,1,1,0,1,2
8724,0,1,0,0,0,1,8
8725,0,1,1,1,0,1,5
8726,0,1,1,1,0,1,8
8727,0,1,0,0,0,1,2
8728,0,1,1,1,0,1,9
8729,0,1,0,1,0,1,2
8730,0,1,0,0,0,1,10
8731,0,1,0,0,0,1,6
8732,0,1,0,1,0,1,2
8733,0,1,0,0,0,1,9
8734,0,1,0,0,0,1,8
8735,0,1,0,0,0,1,4
8736,0,1,1,0,0,0,1
8737,0,1,1,1,0,1,1
8738,0,1,0,0,0,1,7
8739,0,1,0,1,0,1,2
8740,0,1,1,0,0,1,1
8741,0,1,1,1,0,1,0
8742,0,1,0,0,0,1,2
8743,0,1,0,0,0,1,3
8744,0,1,0,1,0,1,2
8745,0,1,0,0,0,1,4
8746,0,1,1,1,0,0,6
8747,0,1,1,1,0,1,2
8748,0,1,1,1,0,1,5
8749,0,1,1,1,0,1,4
8750,0,1,0,0,0,1,0
8751,0,1,0,1,0,1,5
8752,0,1,1,0,0,1,1
8753,0,1,1,0,0,0,2
8754,0,1,0,0,0,1,10
8755,0,1,1,1,0,1,10
8756,0,1,0,1,0,1,4
8757,0,1,0,1,0,1,2
8758,0,1,1,1,0,1,0
8759,0,1,1,1,0,1,4
8760,0,1,0,0,0,0,2
8761,0,1,0,1,0,0,4
8762,0,1,1,0,0,1,4
8763,0,1,1,1,0,0,7
8764,0,1,0,0,0,1,5
8765,0,1,1,1,0,1,5
8766,0,1,1,1,0,1,3
8767,0,1,0,0,0,0,4
8768,0,1,1,1,0,1,10
8769,0,1,1,0,0,1,2
8770,0,1,1,1,0,0,2
8771,0,1,0,0,0,1,1
8772,0,1,0,0,0,1,2
8773,0,1,0,0,0,0,1
8774,0,1,1,1,0,0,2
8775,0,1,1,1,0,1,0
8776,0,1,0,0,0,0,2
8777,0,1,0,0,0,1,4
8778,0,1,0,0,0,1,2
8779,0,1,1,0,0,1,5
8780,0,1,1,0,0,1,4
8781,0,1,1,1,0,1,8
8782,0,1,1,1,0,0,7
8783,0,1,0,0,0,1,2
8784,0,1,1,0,0,1,5
8785,0,1,1,1,0,1,2
8786,0,1,0,1,0,1,2
8787,0,1,1,1,0,0,6
8788,0,1,1,1,0,1,2
8789,0,1,1,1,0,1,6
8790,0,1,0,1,0,1,7
8791,0,1,0,1,0,1,10
8792,0,1,1,1,0,1,2
8793,0,1,1,1,0,1,7
8794,0,1,0,1,0,1,4
8795,0,1,0,0,0,1,6
8796,0,1,0,0,0,1,7
8797,0,1,1,0,0,1,2
8798,0,1,1,0,0,1,2
8799,0,1,0,1,0,0,9
8800,0,1,0,1,0,0,2
8801,0,1,0,0,0,0,8
8802,0,1,0,0,0,0,9
8803,0,1,0,0,0,0,2
8804,0,1,1,1,0,1,5
8805,0,1,0,0,0,1,2
8806,0,1,1,1,0,1,2
8807,0,1,0,0,0,1,2
8808,0,1,0,0,0,1,2
8809,0,1,0,1,0,1,9
8810,0,1,1,1,0,0,2
8811,0,1,1,1,0,1,2
8812,0,1,1,0,0,1,6
8813,0,1,1,1,0,1,5
8814,0,1,0,1,0,1,9
8815,0,1,1,0,0,1,0
8816,0,1,0,1,0,1,2
8817,0,1,0,0,0,1,2
8818,0,1,0,0,0,0,2
8819,0,1,1,1,0,1,2
8820,0,1,0,0,0,0,0
8821,0,1,0,0,0,1,6
8822,0,1,1,1,0,0,2
8823,0,1,1,0,0,1,2
8824,0,1,1,1,0,0,2
8825,0,1,1,1,0,1,2
8826,0,1,0,1,0,1,4
8827,0,1,0,0,0,0,8
8828,0,1,1,1,0,1,6
8829,0,1,1,1,0,1,2
8830,0,1,0,0,0,0,2
8831,0,1,1,1,0,1,2
8832,0,1,0,1,0,1,5
8833,0,1,0,0,0,0,2
8834,0,1,0,0,0,0,10
8835,0,1,1,1,0,1,4
8836,0,1,1,1,0,1,1
8837,0,1,1,1,0,1,1
8838,0,1,1,1,0,1,2
8839,0,1,0,0,0,1,2
8840,0,1,1,1,0,1,7
8841,0,1,0,1,0,0,5
8842,0,1,0,1,0,1,2
8843,0,1,0,0,0,1,2
8844,0,1,1,1,0,1,10
8845,0,1,1,1,0,1,2
8846,0,1,1,1,0,1,4
8847,0,1,1,1,0,1,2
8848,0,1,1,1,0,1,1
8849,0,1,0,1,0,1,3
8850,0,1,0,0,0,1,2
8851,0,1,0,1,0,1,4
8852,0,1,1,1,0,1,2
8853,0,1,1,1,0,1,2
8854,0,1,1,1,0,1,4
8855,0,1,0,1,0,1,6
8856,0,1,1,1,0,0,0
8857,0,1,0,1,0,1,1
8858,0,1,1,1,0,1,5
8859,0,1,0,1,0,0,9
8860,0,1,0,0,0,1,10
8861,0,1,0,1,0,1,10
8862,0,1,1,1,0,1,2
8863,0,1,1,1,0,1,2
8864,0,1,0,1,0,0,4
8865,0,1,0,1,0,1,4
8866,0,1,1,0,0,1,2
8867,0,1,1,1,0,0,10
8868,0,1,1,1,0,1,2
8869,0,1,0,0,0,1,4
8870,0,1,0,1,0,1,2
8871,0,1,0,0,0,0,6
8872,0,1,1,1,0,1,0
8873,0,1,0,1,0,1,2
8874,0,1,0,0,0,0,6
8875,0,1,1,1,0,1,1
8876,0,1,1,1,0,1,1
8877,0,1,0,0,0,1,4
8878,0,1,0,0,0,1,5
8879,0,1,0,1,0,1,5
8880,0,1,1,1,0,1,4
8881,0,1,0,0,0,0,2
8882,0,1,1,0,0,1,10
8883,0,1,0,1,0,0,6
8884,0,1,0,1,0,1,1
8885,0,1,0,1,0,1,0
8886,0,1,1,1,0,1,6
8887,0,1,1,1,0,0,5
8888,0,1,0,0,0,1,0
8889,0,1,0,1,0,1,7
8890,0,1,1,1,0,0,2
8891,0,1,0,0,0,1,0
8892,0,1,1,1,0,0,2
8893,0,1,1,1,0,1,10
8894,0,1,0,0,0,1,6
8895,0,1,0,0,0,1,1
8896,0,1,1,0,0,1,1
8897,0,1,1,1,0,1,6
8898,0,1,0,1,0,0,2
8899,0,1,0,0,0,1,7
8900,0,1,0,0,0,1,2
8901,0,1,0,1,0,1,7
8902,0,1,1,1,1,1,2
8903,0,1,1,1,0,1,10
8904,0,1,1,1,0,1,0
8905,0,1,1,1,0,0,2
8906,0,1,1,0,0,0,3
8907,0,1,1,1,0,1,10
8908,0,1,0,1,0,0,9
8909,0,1,1,1,0,1,8
8910,0,1,1,1,0,1,1
8911,0,1,1,1,0,0,4
8912,0,1,1,0,0,1,2
8913,0,1,0,0,0,1,2
8914,0,1,1,1,0,1,1
8915,0,1,1,0,0,1,3
8916,0,1,0,0,0,0,2
8917,0,1,1,1,0,1,4
8918,0,1,0,0,0,1,4
8919,0,1,0,0,0,1,2
8920,0,1,0,0,0,0,7
8921,0,1,0,0,0,1,8
8922,0,1,1,1,0,1,9
8923,0,1,1,1,0,0,6
8924,0,1,0,0,0,0,0
8925,0,1,0,1,0,1,5
8926,0,1,0,0,0,1,2
8927,0,1,1,1,0,1,4
8928,0,1,1,1,0,1,1
8929,0,1,1,1,0,0,8
8930,0,1,0,1,0,1,2
8931,0,1,1,1,0,1,2
8932,0,1,1,1,0,1,2
8933,0,1,1,1,0,0,6
8934,0,1,0,1,0,1,2
8935,0,1,1,1,0,1,10
8936,0,1,1,1,0,1,1
8937,0,1,1,0,0,1,2
8938,0,1,0,0,0,1,0
8939,0,1,0,1,0,1,2
8940,0,1,0,0,0,0,5
8941,0,1,0,1,0,1,7
8942,0,1,0,0,0,0,2
8943,0,1,0,0,0,0,2
8944,0,1,0,0,0,1,8
8945,0,1,1,1,0,1,3
8946,0,1,1,0,0,1,8
8947,0,1,0,0,0,1,2
8948,0,1,0,0,0,1,2
8949,0,1,1,1,0,1,9
8950,0,1,1,1,0,1,1
8951,0,1,1,1,0,0,2
8952,0,1,1,1,0,1,0
8953,0,1,0,0,0,0,10
8954,0,1,1,1,0,1,2
8955,0,1,0,1,0,0,1
8956,0,1,0,0,0,1,6
8957,0,1,1,0,0,1,1
8958,0,1,0,1,0,0,5
8959,0,1,1,1,0,1,2
8960,0,1,0,0,0,0,4
8961,0,1,0,1,0,1,4
8962,0,1,1,1,0,0,9
8963,0,1,1,1,0,1,6
8964,0,1,1,1,0,0,1
8965,0,1,1,1,0,1,2
8966,0,1,0,0,0,1,5
8967,0,1,1,1,0,0,8
8968,0,1,0,0,0,0,2
8969,0,1,1,1,0,1,8
8970,0,1,1,1,0,0,2
8971,0,1,1,1,0,1,7
8972,0,1,0,0,0,1,5
8973,0,1,1,1,0,1,1
8974,0,1,0,1,0,1,6
8975,0,1,1,0,0,0,8
8976,0,1,0,0,0,0,2
8977,0,1,0,1,0,1,6
8978,0,1,1,1,0,1,1
8979,0,1,0,0,0,1,2
8980,0,1,0,0,0,0,7
8981,0,1,0,0,0,1,1
8982,0,1,1,1,0,0,3
8983,0,1,0,0,0,1,7
8984,0,1,0,0,0,1,10
8985,0,1,1,1,0,1,4
8986,0,1,0,0,0,1,10
8987,0,1,0,0,0,1,6
8988,0,1,1,1,0,0,10
8989,0,1,1,0,0,1,9
8990,0,1,0,1,0,1,0
8991,0,1,0,0,0,1,1
8992,0,1,1,1,0,1,9
8993,0,1,1,1,0,0,6
8994,0,1,1,1,0,1,6
8995,0,1,1,1,0,1,4
8996,0,1,0,0,0,1,6
8997,0,1,0,0,0,1,5
8998,0,1,0,0,0,1,2
8999,0,1,1,1,0,1,6
9000,0,1,1,1,0,1,9
9001,0,1,1,1,0,1,4
9002,0,1,1,1,0,1,2
9003,0,1,1,0,0,1,2
9004,0,1,1,1,0,0,4
9005,0,1,0,1,0,0,0
9006,0,1,1,1,0,1,6
9007,0,1,1,0,0,1,2
9008,0,1,1,1,0,1,5
9009,0,1,1,1,0,0,7
